source_file,line_input_file,boot_mask_file,valid_fragments_file,merged_lines_file,overlay_file,json_file,width,height,processing_step,green_components_count,valid_fragments_count,merged_lines_count,line_id,fragment_count,source_fragment_ids,x1,y1,x2,y2,length,angle_deg,mask_coverage,max_gap_pixels_used,max_lateral_offset_px,fit_rms_px,score
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m029,1,f0072,1838.377,727.571,1577.914,2400.617,1693.2,-81.151,1.0,0.0,0.0,0.0,1692.8387
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m030,1,f0053,1837.407,728.028,1636.446,2381.225,1665.366,-83.069,1.0,0.0,0.0,0.0,1665.2308
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m031,1,f0118,1695.307,693.664,1789.295,2330.117,1639.15,86.713,1.0,0.0,0.0,0.0,1638.8686
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m032,1,f0057,1908.027,743.663,1701.424,2360.253,1629.739,-82.717,1.0,0.0,0.0,0.0,1629.3788
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m033,1,f0050,1836.703,727.189,1786.784,2330.623,1604.21,-88.217,1.0,0.0,0.0,0.0,1603.8789
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m034,1,f0068,1926.641,749.005,1935.427,2281.952,1532.973,89.672,1.0,0.0,0.0,0.0,1532.8649
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m035,1,f0038,1934.153,752.0,1933.868,2280.0,1528.0,-89.989,1.0,0.0,0.0,0.0,1527.8083
IMG_0502.png,data\processed\04_lines_hough\IMG_0502.png,data\processed\05_boot_roi\boot_mask\IMG_0502.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0502.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0502.png,data\processed\06_complete_line_fragments\overlay\IMG_0502.png,data\processed\06_complete_line_fragments\json\IMG_0502.json,3024,4032,06_complete_line_fragments,161,40,36,m036,1,f0091,1961.596,759.341,1921.701,2285.816,1526.997,-88.503,1.0,0.0,0.0,0.0,1526.6989
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m001,1,f0147,969.452,948.377,1011.252,2456.84,1509.042,88.413,1.0,0.0,0.0,0.0,1509.0037
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m002,1,f0146,967.379,950.823,1058.865,2573.085,1624.839,86.772,1.0,0.0,0.0,0.0,1624.6258
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m003,1,f0070,947.547,990.057,1094.559,2583.787,1600.496,84.73,1.0,0.0,0.0,0.0,1600.2887
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m004,1,f0075,1001.779,909.276,1068.897,2582.05,1674.12,87.702,1.0,0.0,0.0,0.0,1673.9696
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m005,1,f0092,995.067,915.731,1084.588,2582.52,1669.191,86.926,1.0,0.0,0.0,0.0,1669.0776
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m006,1,f0149,1004.53,905.021,1078.082,2582.619,1679.21,87.49,1.0,0.0,0.0,0.0,1678.8471
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m007,1,f0040,1104.452,795.314,985.046,2261.9,1471.438,-85.345,1.0,0.0,0.0,0.0,1471.3044
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m008,1,f0161,984.859,1135.27,1107.574,2583.458,1453.378,85.157,1.0,0.0,0.0,0.0,1452.8028
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m009,1,f0059,943.884,1065.824,1301.545,2464.549,1443.729,75.657,1.0,0.0,0.0,0.0,1443.5761
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m010,1,f0095,1283.835,760.428,1225.406,2568.667,1809.182,-88.149,1.0,0.0,0.0,0.0,1809.0585
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m011,1,f0090,1283.862,760.003,1281.733,2562.001,1802.0,-89.932,1.0,0.0,0.0,0.0,1801.8614
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m012,1,f0143,1335.907,757.023,1328.362,2557.002,1799.995,-89.76,1.0,0.0,0.0,0.0,1799.2168
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m013,1,f0112,1313.26,756.807,1397.172,2547.069,1792.227,87.316,1.0,0.0,0.0,0.0,1792.0991
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m014,2,f0052|f0062,1346.312,757.009,1368.185,2550.903,1794.027,89.301,1.0,21.057,2.212,1.151,628.6239
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m015,1,f0155,1352.25,953.232,1387.136,2547.852,1595.001,88.747,1.0,0.0,0.0,0.0,1594.8048
IMG_0503.png,data\processed\04_lines_hough\IMG_0503.png,data\processed\05_boot_roi\boot_mask\IMG_0503.png,data\processed\06_complete_line_fragments\valid_fragments\IMG_0503.png,data\processed\06_complete_line_fragments\merged_lines\IMG_0503.png,data\processed\06_complete_line_fragments\overlay\IMG_0503.png,data\processed\06_complete_line_fragments\json\IMG_0503.json,3024,4032,06_complete_line_fragments,168,44,40,m016,2,f0137|f0148,1362.065,760.08,1384.069,2548.899,1788.954,89.295,1.0,0.0,3.034,1.607,737.5701
